date,monthly_rate,warning_level,warning_color
2016-09-08,-0.24947000000003072,0,green
2016-09-09,-0.3486700000000269,0,green
2016-09-10,-0.4576099999999883,0,green
2016-09-11,-0.5754699999999957,0,green
2016-09-12,-0.7014300000000162,0,green
2016-09-13,-0.8346599999999853,0,green
2016-09-14,-0.9743500000000154,0,green
2016-09-15,-1.119669999999985,0,green
2016-09-16,-1.2697900000000004,0,green
2016-09-17,-1.4238999999999464,0,green
2016-09-18,-1.5811799999999607,0,green
2016-09-19,-1.7407999999999788,0,green
2016-09-20,-1.9019400000000246,0,green
2016-09-21,-2.0637800000000084,0,green
2016-09-22,-2.2255099999999857,0,green
2016-09-23,-2.386289999999974,0,green
2016-09-24,-2.5452999999999975,0,green
2016-09-25,-2.7017299999999977,0,green
2016-09-26,-2.854759999999999,0,green
2016-09-27,-3.003559999999993,0,green
2016-09-28,-3.1473000000000297,0,green
2016-09-29,-3.2851699999999937,0,green
2016-09-30,-3.416339999999991,0,green
2016-10-01,-3.5400000000000205,0,green
2016-10-02,-3.6550600000000486,0,green
2016-10-03,-3.761070000000018,0,green
2016-10-04,-3.8581499999999664,0,green
2016-10-05,-3.9464100000000144,0,green
2016-10-06,-4.025979999999947,0,green
2016-10-07,-4.096969999999999,0,green
2016-10-08,-4.15949999999998,0,green
2016-10-09,-4.213680000000011,0,green
2016-10-10,-4.25963999999999,0,green
2016-10-11,-4.297489999999982,0,green
2016-10-12,-4.327349999999967,0,green
2016-10-13,-4.349340000000041,0,green
2016-10-14,-4.3635699999999815,0,green
2016-10-15,-4.3701599999999985,0,green
2016-10-16,-4.369239999999991,0,green
2016-10-17,-4.3609200000000214,0,green
2016-10-18,-4.34531000000004,0,green
2016-10-19,-4.322540000000004,0,green
2016-10-20,-4.292730000000006,0,green
2016-10-21,-4.255980000000022,0,green
2016-10-22,-4.212420000000009,0,green
2016-10-23,-4.1621600000000285,0,green
2016-10-24,-4.105340000000012,0,green
2016-10-25,-4.0420500000000175,0,green
2016-10-26,-3.972430000000003,0,green
2016-10-27,-3.8965700000000254,0,green
2016-10-28,-3.814619999999991,0,green
2016-10-29,-3.7266799999999876,0,green
2016-10-30,-3.63288,0,green
2016-10-31,-3.5333099999999718,0,green
2016-11-01,-3.420359999999988,0,green
2016-11-02,-3.2924999999999613,0,green
2016-11-03,-3.1565000000000225,0,green
2016-11-04,-3.0131899999999803,0,green
2016-11-05,-2.863400000000013,0,green
2016-11-06,-2.7079700000000173,0,green
2016-11-07,-2.5477300000000014,0,green
2016-11-08,-2.3835099999999727,0,green
2016-11-09,-2.216149999999999,0,green
2016-11-10,-2.0464699999999993,0,green
2016-11-11,-1.87530000000001,0,green
2016-11-12,-1.703489999999988,0,green
2016-11-13,-1.5318699999999978,0,green
2016-11-14,-1.3612700000000189,0,green
2016-11-15,-1.192510000000027,0,green
2016-11-16,-1.026440000000008,0,green
2016-11-17,-0.8638799999999947,0,green
2016-11-18,-0.705660000000023,0,green
2016-11-19,-0.5526299999999651,0,green
2016-11-20,-0.4056099999999958,0,green
2016-11-21,-0.26542999999998074,0,green
2016-11-22,-0.13293999999999073,0,green
2016-11-23,-0.008949999999998681,0,green
2016-11-24,0.10569000000000983,0,green
2016-11-25,0.2101600000000019,0,green
2016-11-26,0.3036199999999951,0,green
2016-11-27,0.38524000000001024,0,green
2016-11-28,0.4541899999999828,0,green
2016-11-29,0.5096399999999903,0,green
2016-11-30,0.5507299999999873,0,green
2016-12-01,0.5766700000000071,0,green
2016-12-02,0.5934899999999743,0,green
2016-12-03,0.6079099999999755,0,green
2016-12-04,0.6200499999999636,0,green
2016-12-05,0.6300499999999829,0,green
2016-12-06,0.6380299999999863,0,green
2016-12-07,0.6441199999999867,0,green
2016-12-08,0.6484399999999653,0,green
2016-12-09,0.6511400000000265,0,green
2016-12-10,0.652339999999981,0,green
2016-12-11,0.6521499999999776,0,green
2016-12-12,0.6507199999999784,0,green
2016-12-13,0.6481700000000217,0,green
2016-12-14,0.6446400000000096,0,green
2016-12-15,0.6402499999999804,0,green
2016-12-16,0.6351299999999753,0,green
2016-12-17,0.6294000000000324,0,green
2016-12-18,0.6231900000000223,0,green
2016-12-19,0.6166599999999676,0,green
2016-12-20,0.6098899999999787,0,green
2016-12-21,0.6030400000000213,0,green
2016-12-22,0.5962300000000198,0,green
2016-12-23,0.5895900000000154,0,green
2016-12-24,0.5832599999999672,0,green
2016-12-25,0.577350000000024,0,green
2016-12-26,0.571990000000028,0,green
2016-12-27,0.5673199999999952,0,green
2016-12-28,0.5634600000000205,0,green
2016-12-29,0.5605500000000347,0,green
2016-12-30,0.5587100000000191,0,green
2016-12-31,0.5580600000000118,0,green
2017-01-01,0.5580600000000118,0,green
2017-01-02,0.5580700000000434,0,green
2017-01-03,0.5580700000000434,0,green
2017-01-04,0.5580600000000118,0,green
2017-01-05,0.5580600000000118,0,green
2017-01-06,0.5580600000000118,0,green
2017-01-07,0.5580700000000434,0,green
2017-01-08,0.5580699999999865,0,green
2017-01-09,0.5580600000000118,0,green
2017-01-10,0.5580600000000118,0,green
2017-01-11,0.5580600000000118,0,green
2017-01-12,0.5580699999999865,0,green
2017-01-13,0.5580699999999865,0,green
2017-01-14,0.5580600000000118,0,green
2017-01-15,0.5580600000000118,0,green
2017-01-16,0.5580699999999865,0,green
2017-01-17,0.5580699999999865,0,green
2017-01-18,0.5580600000000118,0,green
2017-01-19,0.5580600000000118,0,green
2017-01-20,0.5580599999999549,0,green
2017-01-21,0.5580699999999865,0,green
2017-01-22,0.5580699999999865,0,green
2017-01-23,0.5580600000000118,0,green
2017-01-24,0.5580599999999549,0,green
2017-01-25,0.5580600000000118,0,green
2017-01-26,0.5580699999999865,0,green
2017-01-27,0.5580699999999865,0,green
2017-01-28,0.5580599999999549,0,green
2017-01-29,0.5580600000000118,0,green
2017-01-30,0.5580699999999865,0,green
2017-01-31,0.5580699999999865,0,green
2017-02-01,0.5580599999999549,0,green
2017-02-02,0.5815000000000055,0,green
2017-02-03,0.6500199999999836,0,green
2017-02-04,0.7609400000000051,0,green
2017-02-05,0.9115899999999897,0,green
2017-02-06,1.09926999999999,0,green
2017-02-07,1.3213200000000143,0,green
2017-02-08,1.5750600000000077,0,green
2017-02-09,1.8577999999999975,0,green
2017-02-10,2.166870000000017,0,green
2017-02-11,2.4995700000000056,0,green
2017-02-12,2.8532500000000027,0,green
2017-02-13,3.2252200000000357,0,green
2017-02-14,3.612790000000018,0,green
2017-02-15,4.013280000000009,0,green
2017-02-16,4.4240199999999845,0,green
2017-02-17,4.842330000000004,0,green
2017-02-18,5.2655300000000125,0,green
2017-02-19,5.690940000000012,0,green
2017-02-20,6.115859999999998,0,green
2017-02-21,6.537649999999985,0,green
2017-02-22,6.9535999999999945,0,green
2017-02-23,7.361040000000003,0,green
2017-02-24,7.757289999999955,1,yellow
2017-02-25,8.139659999999992,1,yellow
2017-02-26,8.505490000000009,1,yellow
2017-02-27,8.852090000000032,1,yellow
2017-02-28,9.176779999999951,1,yellow
2017-03-01,9.47687000000002,1,yellow
2017-03-02,9.763660000000016,1,yellow
2017-03-03,10.05021000000005,1,yellow
2017-03-04,10.31311999999997,1,yellow
2017-03-05,10.530740000000037,1,yellow
2017-03-06,10.705780000000004,1,yellow
2017-03-07,10.840940000000046,1,yellow
2017-03-08,10.938910000000021,1,yellow
2017-03-09,11.002389999999991,1,yellow
2017-03-10,11.034080000000017,1,yellow
2017-03-11,11.03667999999999,1,yellow
2017-03-12,11.012879999999996,1,yellow
2017-03-13,10.965390000000014,1,yellow
2017-03-14,10.896889999999985,1,yellow
2017-03-15,10.81007999999997,1,yellow
2017-03-16,10.707679999999982,1,yellow
2017-03-17,10.592359999999985,1,yellow
2017-03-18,10.46683999999999,1,yellow
2017-03-19,10.333810000000028,1,yellow
2017-03-20,10.195960000000014,1,yellow
2017-03-21,10.055990000000008,1,yellow
2017-03-22,9.916609999999991,1,yellow
2017-03-23,9.780490000000043,1,yellow
2017-03-24,9.65037000000001,1,yellow
2017-03-25,9.528909999999996,1,yellow
2017-03-26,9.418830000000014,1,yellow
2017-03-27,9.322820000000036,1,yellow
2017-03-28,9.243580000000009,1,yellow
2017-03-29,9.183799999999962,1,yellow
2017-03-30,9.146180000000015,1,yellow
2017-03-31,9.133429999999976,1,yellow
2017-04-01,9.134270000000015,1,yellow
2017-04-02,9.139009999999985,1,yellow
2017-04-03,9.150500000000022,1,yellow
2017-04-04,9.168079999999975,1,yellow
2017-04-05,9.191069999999968,1,yellow
2017-04-06,9.218759999999975,1,yellow
2017-04-07,9.250479999999982,1,yellow
2017-04-08,9.28555,1,yellow
2017-04-09,9.323279999999954,1,yellow
2017-04-10,9.362979999999993,1,yellow
2017-04-11,9.403959999999984,1,yellow
2017-04-12,9.445549999999969,1,yellow
2017-04-13,9.487070000000017,1,yellow
2017-04-14,9.52782000000002,1,yellow
2017-04-15,9.567110000000014,1,yellow
2017-04-16,9.604269999999985,1,yellow
2017-04-17,9.638610000000028,1,yellow
2017-04-18,9.669439999999952,1,yellow
2017-04-19,9.69608999999997,1,yellow
2017-04-20,9.71786000000003,1,yellow
2017-04-21,9.734070000000031,1,yellow
2017-04-22,9.744039999999984,1,yellow
2017-04-23,9.747070000000008,1,yellow
2017-04-24,9.742490000000032,1,yellow
2017-04-25,9.72960999999998,1,yellow
2017-04-26,9.707740000000001,1,yellow
2017-04-27,9.676199999999994,1,yellow
2017-04-28,9.634310000000028,1,yellow
2017-04-29,9.581389999999999,1,yellow
2017-04-30,9.516729999999995,1,yellow
2017-05-01,9.439669999999978,1,yellow
2017-05-02,9.349240000000009,1,yellow
2017-05-03,9.24563999999998,1,yellow
2017-05-04,9.129889999999989,1,yellow
2017-05-05,9.003000000000043,1,yellow
2017-05-06,8.86599000000001,1,yellow
2017-05-07,8.719889999999964,1,yellow
2017-05-08,8.565709999999967,1,yellow
2017-05-09,8.404470000000003,1,yellow
2017-05-10,8.237190000000055,1,yellow
2017-05-11,8.064900000000023,1,yellow
2017-05-12,7.888610000000028,1,yellow
2017-05-13,7.709330000000023,1,yellow
2017-05-14,7.528099999999995,1,yellow
2017-05-15,7.34593000000001,0,green
2017-05-16,7.163839999999993,0,green
2017-05-17,6.982849999999985,0,green
2017-05-18,6.803970000000049,0,green
2017-05-19,6.6282300000000305,0,green
2017-05-20,6.456649999999968,0,green
2017-05-21,6.290249999999958,0,green
2017-05-22,6.130040000000008,0,green
2017-05-23,5.97705000000002,0,green
2017-05-24,5.832299999999975,0,green
2017-05-25,5.696800000000053,0,green
2017-05-26,5.571579999999983,0,green
2017-05-27,5.457650000000001,0,green
2017-05-28,5.356040000000007,0,green
2017-05-29,5.267750000000035,0,green
2017-05-30,5.193829999999991,0,green
2017-05-31,5.135280000000023,0,green
2017-06-01,5.090039999999988,0,green
2017-06-02,5.05419999999998,0,green
2017-06-03,5.026209999999992,0,green
2017-06-04,5.005560000000003,0,green
2017-06-05,4.991719999999987,0,green
2017-06-06,4.984170000000006,0,green
2017-06-07,4.982390000000009,0,green
2017-06-08,4.985850000000028,0,green
2017-06-09,4.994039999999984,0,green
2017-06-10,5.006419999999991,0,green
2017-06-11,5.022469999999998,0,green
2017-06-12,5.041669999999954,0,green
2017-06-13,5.063499999999976,0,green
2017-06-14,5.087440000000015,0,green
2017-06-15,5.112960000000044,0,green
2017-06-16,5.139530000000036,0,green
2017-06-17,5.166649999999947,0,green
2017-06-18,5.193769999999972,0,green
2017-06-19,5.220379999999977,0,green
2017-06-20,5.245960000000025,0,green
2017-06-21,5.269990000000007,0,green
2017-06-22,5.291929999999979,0,green
2017-06-23,5.311270000000036,0,green
2017-06-24,5.327489999999955,0,green
2017-06-25,5.340050000000019,0,green
2017-06-26,5.348439999999982,0,green
2017-06-27,5.352129999999988,0,green
2017-06-28,5.350619999999992,0,green
2017-06-29,5.343350000000044,0,green
2017-06-30,5.329810000000009,0,green
2017-07-01,5.309500000000014,0,green
2017-07-02,5.284760000000006,0,green
2017-07-03,5.258440000000007,0,green
2017-07-04,5.23067999999995,0,green
2017-07-05,5.201689999999985,0,green
2017-07-06,5.1716200000000185,0,green
2017-07-07,5.140640000000019,0,green
2017-07-08,5.108920000000012,0,green
2017-07-09,5.076619999999991,0,green
2017-07-10,5.0439400000000205,0,green
2017-07-11,5.011030000000005,0,green
2017-07-12,4.978070000000002,0,green
2017-07-13,4.945220000000006,0,green
2017-07-14,4.9126399999999535,0,green
2017-07-15,4.880529999999965,0,green
2017-07-16,4.849049999999977,0,green
2017-07-17,4.818360000000041,0,green
2017-07-18,4.7886400000000435,0,green
2017-07-19,4.76006000000001,0,green
2017-07-20,4.732770000000016,0,green
2017-07-21,4.706969999999956,0,green
2017-07-22,4.682819999999992,0,green
2017-07-23,4.660489999999982,0,green
2017-07-24,4.640140000000031,0,green
2017-07-25,4.62194999999997,0,green
2017-07-26,4.606100000000026,0,green
2017-07-27,4.592750000000024,0,green
2017-07-28,4.582059999999956,0,green
2017-07-29,4.574219999999968,0,green
2017-07-30,4.5693899999999985,0,green
2017-07-31,4.567739999999958,0,green
2017-08-01,4.567740000000015,0,green
2017-08-02,4.567740000000015,0,green
2017-08-03,4.567750000000046,0,green
2017-08-04,4.567740000000015,0,green
2017-08-05,4.567740000000015,0,green
2017-08-06,4.567740000000015,0,green
2017-08-07,4.567739999999958,0,green
2017-08-08,4.5677499999999895,0,green
2017-08-09,4.567739999999958,0,green
2017-08-10,4.567739999999958,0,green
2017-08-11,4.567740000000015,0,green
2017-08-12,4.567740000000015,0,green
2017-08-13,4.567750000000046,0,green
2017-08-14,4.567740000000015,0,green
2017-08-15,4.567740000000015,0,green
2017-08-16,4.567739999999958,0,green
2017-08-17,4.567739999999958,0,green
2017-08-18,4.567740000000015,0,green
2017-08-19,4.5677499999999895,0,green
2017-08-20,4.567740000000015,0,green
2017-08-21,4.567740000000015,0,green
2017-08-22,4.567740000000015,0,green
2017-08-23,4.567740000000015,0,green
2017-08-24,4.5677499999999895,0,green
2017-08-25,4.567740000000015,0,green
2017-08-26,4.567739999999958,0,green
2017-08-27,4.567740000000015,0,green
2017-08-28,4.567740000000015,0,green
2017-08-29,4.5677499999999895,0,green
2017-08-30,4.567740000000015,0,green
2017-08-31,4.567740000000015,0,green
2017-09-01,4.567740000000015,0,green
2017-09-02,4.571149999999989,0,green
2017-09-03,4.5809300000000235,0,green
2017-09-04,4.59639999999996,0,green
2017-09-05,4.616899999999987,0,green
2017-09-06,4.641760000000033,0,green
2017-09-07,4.670310000000029,0,green
2017-09-08,4.7018900000000485,0,green
2017-09-09,4.735810000000015,0,green
2017-09-10,4.771400000000028,0,green
2017-09-11,4.807999999999993,0,green
2017-09-12,4.844939999999951,0,green
2017-09-13,4.881559999999979,0,green
2017-09-14,4.917169999999999,0,green
2017-09-15,4.951100000000054,0,green
2017-09-16,4.9827000000000226,0,green
2017-09-17,5.011279999999999,0,green
2017-09-18,5.036180000000002,0,green
2017-09-19,5.056739999999991,0,green
2017-09-20,5.072259999999972,0,green
2017-09-21,5.0820999999999685,0,green
2017-09-22,5.0855699999999615,0,green
2017-09-23,5.082010000000025,0,green
2017-09-24,5.07075999999995,0,green
2017-09-25,5.051130000000001,0,green
2017-09-26,5.022449999999992,0,green
2017-09-27,4.9840599999999995,0,green
2017-09-28,4.935290000000009,0,green
2017-09-29,4.875479999999982,0,green
2017-09-30,4.803940000000011,0,green
2017-10-01,4.71999999999997,0,green
2017-10-02,4.624680000000012,0,green
2017-10-03,4.519999999999982,0,green
2017-10-04,4.406780000000026,0,green
2017-10-05,4.285829999999976,0,green
2017-10-06,4.157999999999959,0,green
2017-10-07,4.024099999999976,0,green
2017-10-08,3.884959999999978,0,green
2017-10-09,3.7414099999999735,0,green
2017-10-10,3.594290000000001,0,green
2017-10-11,3.4443999999999733,0,green
2017-10-12,3.2925900000000183,0,green
2017-10-13,3.1396799999999985,0,green
2017-10-14,2.986479999999972,0,green
2017-10-15,2.833849999999984,0,green
2017-10-16,2.682579999999973,0,green
2017-10-17,2.53352000000001,0,green
2017-10-18,2.387490000000014,0,green
2017-10-19,2.2453199999999924,0,green
2017-10-20,2.1078500000000417,0,green
2017-10-21,1.975870000000043,0,green
2017-10-22,1.8502399999999852,0,green
2017-10-23,1.7317699999999832,0,green
2017-10-24,1.6212900000000445,0,green
2017-10-25,1.5196300000000065,0,green
2017-10-26,1.4276199999999903,0,green
2017-10-27,1.3460900000000038,0,green
2017-10-28,1.2758399999999597,0,green
2017-10-29,1.2177300000000173,0,green
2017-10-30,1.1725599999999758,0,green
2017-10-31,1.1411800000000198,0,green
2017-11-01,1.1193199999999592,0,green
2017-11-02,1.1012799999999743,0,green
2017-11-03,1.0860799999999813,0,green
2017-11-04,1.0735900000000242,0,green
2017-11-05,1.0636200000000144,0,green
2017-11-06,1.0560300000000211,0,green
2017-11-07,1.050670000000025,0,green
2017-11-08,1.0473700000000008,0,green
2017-11-09,1.0459699999999543,0,green
2017-11-10,1.0463300000000118,0,green
2017-11-11,1.0482700000000023,0,green
2017-11-12,1.051649999999995,0,green
2017-11-13,1.0563099999999963,0,green
2017-11-14,1.0620799999999804,0,green
2017-11-15,1.0688299999999913,0,green
2017-11-16,1.076379999999972,0,green
2017-11-17,1.0845899999999915,0,green
2017-11-18,1.0932800000000498,0,green
2017-11-19,1.102299999999957,0,green
2017-11-20,1.111509999999953,0,green
2017-11-21,1.120740000000012,0,green
2017-11-22,1.1298300000000268,0,green
2017-11-23,1.1386400000000094,0,green
2017-11-24,1.1469900000000166,0,green
2017-11-25,1.1547300000000291,0,green
2017-11-26,1.161709999999971,0,green
2017-11-27,1.1677799999999934,0,green
2017-11-28,1.1727500000000077,0,green
2017-11-29,1.1765000000000327,0,green
2017-11-30,1.178859999999986,0,green
2017-12-01,1.1796600000000126,0,green
2017-12-02,1.1793800000000374,0,green
2017-12-03,1.1786200000000235,0,green
2017-12-04,1.1773900000000026,0,green
2017-12-05,1.17577,0,green
2017-12-06,1.1737899999999968,0,green
2017-12-07,1.171479999999974,0,green
2017-12-08,1.1689100000000394,0,green
2017-12-09,1.1661100000000033,0,green
2017-12-10,1.1631300000000238,0,green
2017-12-11,1.1600099999999998,0,green
2017-12-12,1.1567900000000009,0,green
2017-12-13,1.1535200000000145,0,green
2017-12-14,1.1502500000000282,0,green
2017-12-15,1.147010000000023,0,green
2017-12-16,1.1438600000000179,0,green
2017-12-17,1.1408199999999624,0,green
2017-12-18,1.1379599999999641,0,green
2017-12-19,1.135310000000004,0,green
2017-12-20,1.1329200000000128,0,green
2017-12-21,1.130830000000003,0,green
2017-12-22,1.1290899999999624,0,green
2017-12-23,1.1277299999999855,0,green
2017-12-24,1.1268099999999777,0,green
2017-12-25,1.1263799999999833,0,green
2017-12-26,1.126450000000034,0,green
2017-12-27,1.1271000000000413,0,green
2017-12-28,1.1283599999999865,0,green
2017-12-29,1.1302799999999706,0,green
2017-12-30,1.1328899999999749,0,green
2017-12-31,1.1362399999999866,0,green
2018-01-01,1.1406399999999621,0,green
2018-01-02,1.1484500000000253,0,green
2018-01-03,1.161609999999996,0,green
2018-01-04,1.1798100000000318,0,green
2018-01-05,1.202799999999968,0,green
2018-01-06,1.230290000000025,0,green
2018-01-07,1.2620000000000005,0,green
2018-01-08,1.2976500000000328,0,green
2018-01-09,1.3369599999999764,0,green
2018-01-10,1.3796600000000012,0,green
2018-01-11,1.4254600000000437,0,green
2018-01-12,1.4741000000000213,0,green
2018-01-13,1.5252699999999777,0,green
2018-01-14,1.5787200000000325,0,green
2018-01-15,1.634149999999977,0,green
2018-01-16,1.6913000000000125,0,green
2018-01-17,1.7498800000000188,0,green
2018-01-18,1.8096100000000206,0,green
2018-01-19,1.870209999999986,0,green
2018-01-20,1.931410000000028,0,green
2018-01-21,1.9929300000000012,0,green
2018-01-22,2.054489999999987,0,green
2018-01-23,2.1158000000000357,0,green
2018-01-24,2.176590000000033,0,green
2018-01-25,2.2365899999999783,0,green
2018-01-26,2.295500000000004,0,green
2018-01-27,2.3530700000000024,0,green
2018-01-28,2.408990000000017,0,green
2018-01-29,2.4629900000000475,0,green
2018-01-30,2.5148100000000113,0,green
2018-01-31,2.5641600000000153,0,green
2018-02-01,2.60863999999998,0,green
2018-02-02,2.6462700000000154,0,green
2018-02-03,2.677570000000003,0,green
2018-02-04,2.703010000000006,0,green
2018-02-05,2.7230799999999817,0,green
2018-02-06,2.738239999999962,0,green
2018-02-07,2.748989999999992,0,green
2018-02-08,2.755800000000022,0,green
2018-02-09,2.759149999999977,0,green
2018-02-10,2.7595199999999522,0,green
2018-02-11,2.7573899999999867,0,green
2018-02-12,2.75324999999998,0,green
2018-02-13,2.7475599999999645,0,green
2018-02-14,2.740820000000042,0,green
2018-02-15,2.7334900000000175,0,green
2018-02-16,2.726060000000018,0,green
2018-02-17,2.7190200000000004,0,green
2018-02-18,2.7128400000000283,0,green
2018-02-19,2.7079899999999952,0,green
2018-02-20,2.7049499999999966,0,green
2018-02-21,2.704209999999989,0,green
2018-02-22,2.706259999999986,0,green
2018-02-23,2.711559999999963,0,green
2018-02-24,2.7205900000000156,0,green
2018-02-25,2.7338499999999613,0,green
2018-02-26,2.751790000000028,0,green
2018-02-27,2.7749200000000087,0,green
2018-02-28,2.803699999999992,0,green
2018-03-01,2.8386199999999917,0,green
2018-03-02,2.878789999999981,0,green
2018-03-03,2.9231399999999894,0,green
2018-03-04,2.971589999999992,0,green
2018-03-05,3.0237599999999816,0,green
2018-03-06,3.079310000000021,0,green
2018-03-07,3.1378899999999703,0,green
2018-03-08,3.199170000000038,0,green
2018-03-09,3.2627899999999954,0,green
2018-03-10,3.328429999999969,0,green
2018-03-11,3.39572000000004,0,green
2018-03-12,3.4643400000000497,0,green
2018-03-13,3.533929999999998,0,green
2018-03-14,3.604160000000036,0,green
2018-03-15,3.674669999999992,0,green
2018-03-16,3.7451299999999605,0,green
2018-03-17,3.8152000000000044,0,green
2018-03-18,3.884529999999984,0,green
2018-03-19,3.952769999999987,0,green
2018-03-20,4.019589999999994,0,green
2018-03-21,4.084639999999979,0,green
2018-03-22,4.1475900000000365,0,green
2018-03-23,4.208079999999995,0,green
2018-03-24,4.26576,0,green
2018-03-25,4.320310000000006,0,green
2018-03-26,4.371379999999988,0,green
2018-03-27,4.418610000000001,0,green
2018-03-28,4.461680000000001,0,green
2018-03-29,4.500219999999956,0,green
2018-03-30,4.533919999999966,0,green
2018-03-31,4.56241,0,green
2018-04-01,4.586720000000014,0,green
2018-04-02,4.608470000000011,0,green
2018-04-03,4.6281399999999735,0,green
2018-04-04,4.645840000000021,0,green
2018-04-05,4.661630000000002,0,green
2018-04-06,4.675640000000044,0,green
2018-04-07,4.687950000000001,0,green
2018-04-08,4.6986499999999864,0,green
2018-04-09,4.707840000000033,0,green
2018-04-10,4.715620000000001,0,green
2018-04-11,4.7220799999999485,0,green
2018-04-12,4.727309999999989,0,green
2018-04-13,4.731400000000008,0,green
2018-04-14,4.734470000000044,0,green
2018-04-15,4.736590000000035,0,green
2018-04-16,4.737860000000012,0,green
2018-04-17,4.7383800000000065,0,green
2018-04-18,4.738240000000019,0,green
2018-04-19,4.737540000000024,0,green
2018-04-20,4.736370000000022,0,green
2018-04-21,4.7348199999999565,0,green
2018-04-22,4.733000000000004,0,green
2018-04-23,4.7309999999999945,0,green
2018-04-24,4.72890000000001,0,green
2018-04-25,4.726800000000026,0,green
2018-04-26,4.724809999999991,0,green
2018-04-27,4.723009999999988,0,green
2018-04-28,4.721510000000023,0,green
2018-04-29,4.720390000000009,0,green
2018-04-30,4.719740000000002,0,green
2018-05-01,4.719660000000033,0,green
2018-05-02,4.72417999999999,0,green
2018-05-03,4.736640000000023,0,green
2018-05-04,4.756149999999991,0,green
2018-05-05,4.781830000000014,0,green
2018-05-06,4.812790000000007,0,green
2018-05-07,4.848140000000001,0,green
2018-05-08,4.8870000000000005,0,green
2018-05-09,4.928470000000004,0,green
2018-05-10,4.9716699999999605,0,green
2018-05-11,5.015710000000013,0,green
2018-05-12,5.0597099999999955,0,green
2018-05-13,5.102769999999964,0,green
2018-05-14,5.143999999999949,0,green
2018-05-15,5.182529999999986,0,green
2018-05-16,5.21745999999996,0,green
2018-05-17,5.24790999999999,0,green
2018-05-18,5.272980000000018,0,green
2018-05-19,5.29177999999996,0,green
2018-05-20,5.303439999999966,0,green
2018-05-21,5.30707000000001,0,green
2018-05-22,5.301760000000002,0,green
2018-05-23,5.286639999999977,0,green
2018-05-24,5.260829999999999,0,green
2018-05-25,5.223430000000008,0,green
2018-05-26,5.173550000000034,0,green
2018-05-27,5.110299999999995,0,green
2018-05-28,5.032800000000009,0,green
2018-05-29,4.940159999999992,0,green
2018-05-30,4.8315000000000055,0,green
2018-05-31,4.705919999999992,0,green
2018-06-01,4.558209999999974,0,green
2018-06-02,4.393129999999985,0,green
2018-06-03,4.220660000000009,0,green
2018-06-04,4.041719999999998,0,green
2018-06-05,3.8571999999999775,0,green
2018-06-06,3.668009999999981,0,green
2018-06-07,3.475059999999985,0,green
2018-06-08,3.279239999999959,0,green
2018-06-09,3.081479999999999,0,green
2018-06-10,2.882660000000044,0,green
2018-06-11,2.683710000000019,0,green
2018-06-12,2.4855300000000398,0,green
2018-06-13,2.289010000000019,0,green
2018-06-14,2.095070000000021,0,green
