Date,Mean_Prediction,Std_Prediction,Min_Prediction,Max_Prediction,Q25_Prediction,Q75_Prediction
2020-02-10,969.7861877441406,4.471383090995426,956.6695556640625,978.3130493164062,967.5891418457031,972.4982604980469
2020-02-11,969.9324462890625,4.4765870114551545,956.8059692382812,978.4804077148438,967.7291412353516,972.6504821777344
2020-02-12,970.0792114257813,4.4817992379680565,956.9429321289062,978.6484375,967.8695526123047,972.8032684326172
2020-02-13,970.2264599609375,4.487041677995332,957.080322265625,978.8169555664062,968.0105438232422,972.95654296875
2020-02-14,970.374189453125,4.492305977045795,957.21826171875,978.9861450195312,968.1520385742188,973.1102294921875
2020-02-15,970.5224389648438,4.497560871462927,957.3567504882812,979.15576171875,968.2939605712891,973.2645874023438
2020-02-16,970.6711560058594,4.50283728813243,957.4956665039062,979.3259887695312,968.4363708496094,973.4193267822266
2020-02-17,970.8203356933594,4.508132612355123,957.6351318359375,979.4967651367188,968.5792541503906,973.5745239257812
2020-02-18,970.9700048828125,4.513439214093596,957.775146484375,979.6680297851562,968.7226104736328,973.7302703857422
2020-02-19,971.1201428222656,4.518754966085436,957.9155883789062,979.83984375,968.8664245605469,973.8865661621094
2020-02-20,971.2707409667969,4.524074823566513,958.0565185546875,980.01220703125,969.0107269287109,974.0431976318359
2020-02-21,971.4218078613281,4.529413154065655,958.1979370117188,980.1849975585938,969.1555480957031,974.2003936767578
2020-02-22,971.5733227539063,4.534765371112902,958.33984375,980.3583984375,969.3005828857422,974.3580169677734
2020-02-23,971.7252990722657,4.5401392636613345,958.482177734375,980.5323486328125,969.4429473876953,974.5161437988281
2020-02-24,971.8777160644531,4.545515403033461,958.6250610351562,980.7067260742188,969.5857391357422,974.6747131347656
2020-02-25,972.0305834960938,4.550916876936404,958.7683715820312,980.8816528320312,969.7288208007812,974.8337707519531
2020-02-26,972.1838720703125,4.556315278311064,958.912109375,981.0570678710938,969.8724212646484,974.9931793212891
2020-02-27,972.3376098632813,4.561734944733838,959.0563354492188,981.2329711914062,970.0163269042969,975.1531524658203
2020-02-28,972.49177734375,4.5671510984491235,959.2011108398438,981.4093017578125,970.1607513427734,975.3135070800781
2020-02-29,972.6463647460937,4.572600590249108,959.3462524414062,981.5862426757812,970.3054656982422,975.4743041992188
2020-03-01,972.8013720703125,4.578042903203772,959.4917602539062,981.7635498046875,970.4506683349609,975.6355133056641
2020-03-02,972.9567944335937,4.583495853216306,959.6378784179688,981.9413452148438,970.5962371826172,975.7971496582031
2020-03-03,973.1126318359375,4.588965553877449,959.7843627929688,982.1195678710938,970.7421417236328,975.959228515625
2020-03-04,973.268857421875,4.594466165700401,959.93115234375,982.2982788085938,970.888427734375,976.1217346191406
2020-03-05,973.4254956054688,4.599942861243676,960.0785522460938,982.4774780273438,971.03515625,976.2845916748047
2020-03-06,973.5825244140625,4.6054482350669455,960.2262573242188,982.6570434570312,971.1822509765625,976.4479217529297
2020-03-07,973.7399267578126,4.610956053090094,960.3744506835938,982.8370971679688,971.3296813964844,976.6115875244141
2020-03-08,973.8977368164062,4.616483304087588,960.52294921875,983.017578125,971.4774780273438,976.7757110595703
2020-03-09,974.0559069824219,4.6220170992992164,960.6719360351562,983.198486328125,971.6256256103516,976.9401397705078
2020-03-10,974.2144616699219,4.627575079392303,960.8212890625,983.3798828125,971.7740936279297,977.1049957275391
2020-03-11,974.3733715820313,4.633121160217023,960.9710693359375,983.5615234375,971.9229278564453,977.2702331542969
2020-03-12,974.5326599121094,4.638684994118697,961.1212158203125,983.7437133789062,972.0721130371094,977.4358367919922
2020-03-13,974.6922985839843,4.6442494507818,961.271728515625,983.9262084960938,972.2216339111328,977.5993347167969
2020-03-14,974.8522912597656,4.649849650674899,961.4225463867188,984.109130859375,972.3715057373047,977.7625732421875
2020-03-15,975.0126220703125,4.655443403352689,961.5738525390625,984.29248046875,972.5216217041016,977.9261932373047
2020-03-16,975.1733117675781,4.661040345534307,961.7255249023438,984.4761962890625,972.6721954345703,978.0901794433594
2020-03-17,975.3343078613282,4.666654961741449,961.8775024414062,984.6603393554688,972.8229675292969,978.2545623779297
2020-03-18,975.4956579589843,4.67227324509531,962.0298461914062,984.8447875976562,972.9740447998047,978.4192962646484
2020-03-19,975.65732421875,4.677910636583546,962.1826171875,985.029541015625,973.1255035400391,978.5843200683594
2020-03-20,975.8193200683594,4.683547619761786,962.3356323242188,985.2147827148438,973.2771911621094,978.7496490478516
2020-03-21,975.9816137695312,4.689197183108215,962.489013671875,985.400390625,973.4293060302734,978.9153289794922
2020-03-22,976.1442224121093,4.694858731893483,962.6427612304688,985.586181640625,973.5815582275391,979.0814208984375
2020-03-23,976.3071362304687,4.7005262450033705,962.7968139648438,985.7724609375,973.7341766357422,979.2477874755859
2020-03-24,976.4703295898438,4.706194167312301,962.951171875,985.958984375,973.8870697021484,979.4144439697266
2020-03-25,976.6338415527343,4.711883543806704,963.1058959960938,986.1458740234375,974.0401763916016,979.5814819335938
2020-03-26,976.7976257324219,4.717572444205988,963.2609252929688,986.3330078125,974.1936492919922,979.7487335205078
2020-03-27,976.9616955566406,4.723274376441013,963.416259765625,986.5205688476562,974.3472747802734,979.9163665771484
2020-03-28,977.1260314941406,4.728997874146831,963.57177734375,986.7084350585938,974.5012664794922,980.0841827392578
2020-03-29,977.2906384277344,4.734703579545112,963.727783203125,986.8965454101562,974.6554260253906,980.25244140625
2020-03-30,977.4555114746094,4.740423630337129,963.8839111328125,987.0849609375,974.8098907470703,980.4208831787109
2020-03-31,977.620654296875,4.746161755982626,964.0404052734375,987.2736206054688,974.9645385742188,980.5896453857422
2020-04-01,977.7860388183594,4.751914320762769,964.1971435546875,987.462646484375,975.1194610595703,980.7586212158203
2020-04-02,977.951669921875,4.757652991779107,964.354248046875,987.6519775390625,975.2746429443359,980.9279327392578
